latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
-25.66243,27.83943,315.51,0.48,0.65,2024-11-14,5,N,VIIRS,n,2.0NRT,285.86,2.23,N
-25.65783,27.84367,297.68,0.48,0.65,2024-11-14,5,N,VIIRS,n,2.0NRT,285.61,0.69,N
-25.65748,27.83893,299.83,0.48,0.65,2024-11-14,5,N,VIIRS,n,2.0NRT,285.94,1.05,N
-25.57551,27.58093,300.33,0.46,0.64,2024-11-14,5,N,VIIRS,n,2.0NRT,286.3,0.84,N
-25.56589,29.63738,327.09,0.62,0.71,2024-11-14,5,N,VIIRS,n,2.0NRT,281.26,5.36,N
-25.56551,29.63168,299.49,0.62,0.71,2024-11-14,5,N,VIIRS,n,2.0NRT,280.95,5.3,N
-25.56243,29.64106,303.81,0.62,0.71,2024-11-14,5,N,VIIRS,n,2.0NRT,281.04,3.96,N
-25.5621,29.63546,331.26,0.62,0.71,2024-11-14,5,N,VIIRS,n,2.0NRT,282.79,8.88,N
-25.55917,29.63778,300.66,0.62,0.71,2024-11-14,5,N,VIIRS,n,2.0NRT,280.89,1.8,N
-25.4916,27.1006,299.04,0.43,0.62,2024-11-14,5,N,VIIRS,n,2.0NRT,286.78,0.46,N
-25.49078,27.09958,299.52,0.43,0.62,2024-11-14,5,N,VIIRS,n,2.0NRT,287,0.55,N
-24.83709,27.36587,302.12,0.44,0.62,2024-11-14,5,N,VIIRS,n,2.0NRT,286.27,1.12,N
-24.83124,27.36649,301.65,0.44,0.62,2024-11-14,5,N,VIIRS,n,2.0NRT,286.57,0.79,N
-24.81655,30.11821,318.41,0.65,0.73,2024-11-14,5,N,VIIRS,n,2.0NRT,284.02,4.25,N
-24.74475,30.19104,297.69,0.66,0.73,2024-11-14,5,N,VIIRS,n,2.0NRT,280.66,2.41,N
-24.24639,23.18111,301.97,0.48,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,290.37,2.14,N
-24.24585,23.17636,328.27,0.48,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,292.21,2.14,N
-24.24086,23.17221,301.39,0.48,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,290.08,5.29,N
-24.23979,23.16274,320.71,0.47,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,291.56,24.78,N
-24.23925,23.158,345.46,0.47,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,295.3,24.78,N
-24.23871,23.15326,341.9,0.47,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,294.52,12.25,N
-24.23587,23.16806,316.66,0.47,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,290.24,5.29,N
-24.23533,23.16333,347.29,0.47,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,306.78,24.78,N
-24.2348,23.15859,367,0.47,0.48,2024-11-14,5,N,VIIRS,h,2.0NRT,304.09,24.78,N
-24.23426,23.15386,344.32,0.47,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,296.87,12.25,N
-24.23141,23.16866,335.97,0.47,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,290.97,5.1,N
-24.23088,23.16392,339.56,0.47,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,292.93,4.44,N
-24.23034,23.15918,300.35,0.47,0.48,2024-11-14,5,N,VIIRS,n,2.0NRT,290.34,4.44,N
-24.04753,25.88518,304.03,0.35,0.57,2024-11-14,5,N,VIIRS,n,2.0NRT,289.87,0.99,N
-21.54167,17.81213,335.55,0.39,0.36,2024-11-14,5,N,VIIRS,n,2.0NRT,290.3,4.54,N
-21.53833,17.81271,352.13,0.39,0.36,2024-11-14,5,N,VIIRS,n,2.0NRT,296.86,5.72,N
-21.53775,17.80894,304.1,0.39,0.36,2024-11-14,5,N,VIIRS,n,2.0NRT,287.28,3.43,N
-21.53555,17.81705,321.45,0.39,0.36,2024-11-14,5,N,VIIRS,n,2.0NRT,290.26,5.72,N
-21.53498,17.81329,333.16,0.39,0.36,2024-11-14,5,N,VIIRS,n,2.0NRT,291.9,5.72,N
-21.5322,17.81764,310.51,0.39,0.36,2024-11-14,5,N,VIIRS,n,2.0NRT,287.68,1.13,N
-21.53163,17.81388,307.88,0.39,0.36,2024-11-14,5,N,VIIRS,n,2.0NRT,288.18,1.13,N
-21.52829,17.81446,321.87,0.39,0.36,2024-11-14,5,N,VIIRS,n,2.0NRT,289.11,1.13,N
-21.52494,17.81504,303.4,0.39,0.36,2024-11-14,5,N,VIIRS,n,2.0NRT,288.9,0.42,N
67.01243,76.18546,323.3,0.73,0.76,2024-11-14,113,N,VIIRS,n,2.0NRT,241.43,3.24,N
67.54176,83.21645,331.72,0.74,0.76,2024-11-14,113,N,VIIRS,n,2.0NRT,239.46,7.34,N
67.81773,80.11347,342.6,0.69,0.74,2024-11-14,113,N,VIIRS,n,2.0NRT,239.21,6.04,N
67.81862,80.11059,347.19,0.69,0.74,2024-11-14,113,N,VIIRS,n,2.0NRT,241.1,8.44,N
68.40934,83.63354,329.56,0.65,0.73,2024-11-14,113,N,VIIRS,n,2.0NRT,236.96,5.95,N
68.52088,79.95376,323.51,0.62,0.71,2024-11-14,113,N,VIIRS,n,2.0NRT,243.23,3.02,N
66.95334,75.5369,345.59,0.73,0.76,2024-11-14,115,N,VIIRS,n,2.0NRT,246.37,6.75,N
66.95428,75.54609,341.54,0.73,0.76,2024-11-14,115,N,VIIRS,n,2.0NRT,244.84,6.26,N
64.64525,24.4294,319.71,0.41,0.37,2024-11-14,119,N,VIIRS,n,2.0NRT,275.4,1.46,N
64.66183,21.28116,298.37,0.39,0.36,2024-11-14,119,N,VIIRS,n,2.0NRT,275.57,1.04,N
64.66495,21.28411,329.19,0.39,0.36,2024-11-14,119,N,VIIRS,n,2.0NRT,277.28,4.9,N
65.5513,22.25688,326.8,0.39,0.36,2024-11-14,119,N,VIIRS,n,2.0NRT,272,2.11,N
65.5544,22.26003,321.53,0.39,0.36,2024-11-14,119,N,VIIRS,n,2.0NRT,272.82,2.11,N
65.56123,22.22075,312.17,0.39,0.36,2024-11-14,119,N,VIIRS,n,2.0NRT,273.21,1.6,N
65.56261,22.21288,313.03,0.39,0.36,2024-11-14,119,N,VIIRS,n,2.0NRT,272.82,1.6,N
65.56571,22.21604,311.48,0.39,0.36,2024-11-14,119,N,VIIRS,n,2.0NRT,273.31,2.51,N
65.76383,24.1863,321.81,0.39,0.37,2024-11-14,119,N,VIIRS,n,2.0NRT,276.08,2.11,N
65.76694,24.18974,340.57,0.39,0.37,2024-11-14,119,N,VIIRS,n,2.0NRT,274.66,3.44,N
65.77003,24.19318,329.35,0.39,0.37,2024-11-14,119,N,VIIRS,n,2.0NRT,274.17,3.44,N
57.0609,9.97739,328.47,0.42,0.38,2024-11-14,121,N,VIIRS,n,2.0NRT,283.16,3.2,N
58.34488,11.42392,299.91,0.41,0.37,2024-11-14,121,N,VIIRS,n,2.0NRT,280.23,1.24,N
58.35846,12.38053,337.14,0.4,0.37,2024-11-14,121,N,VIIRS,n,2.0NRT,277.97,4.69,N
59.12667,9.61991,303.08,0.45,0.39,2024-11-14,121,N,VIIRS,n,2.0NRT,277.74,1.18,N
61.61714,1.2995,313.07,0.58,0.52,2024-11-14,121,N,VIIRS,n,2.0NRT,275.91,1.96,N
61.61882,1.30443,324.66,0.58,0.52,2024-11-14,121,N,VIIRS,n,2.0NRT,276.28,2.61,N
50.65602,11.43184,305.76,0.38,0.36,2024-11-14,124,N,VIIRS,n,2.0NRT,275.38,0.84,N
40.5576,9.67114,301.27,0.42,0.37,2024-11-14,126,N,VIIRS,n,2.0NRT,282.8,0.87,N
41.31398,1.66163,304.3,0.52,0.42,2024-11-14,126,N,VIIRS,n,2.0NRT,282.26,1.31,N
42.00869,12.71405,296.92,0.5,0.41,2024-11-14,126,N,VIIRS,n,2.0NRT,277.99,0.95,N
43.22636,-2.88551,295.23,0.6,0.53,2024-11-14,126,N,VIIRS,n,2.0NRT,278.11,0.82,N
43.43633,4.88724,308.66,0.42,0.38,2024-11-14,126,N,VIIRS,n,2.0NRT,272.9,1.53,N
43.437,4.88865,300.21,0.42,0.38,2024-11-14,126,N,VIIRS,n,2.0NRT,272.08,0.86,N
45.63875,9.6015,296.94,0.39,0.36,2024-11-14,126,N,VIIRS,n,2.0NRT,278.26,1.08,N
45.68168,9.46626,304.72,0.39,0.36,2024-11-14,126,N,VIIRS,n,2.0NRT,277.64,0.9,N
48.38737,2.97979,296.19,0.55,0.43,2024-11-14,126,N,VIIRS,n,2.0NRT,277.8,1.3,N
29.70827,19.71584,295.63,0.75,0.77,2024-11-14,128,N,VIIRS,n,2.0NRT,283.01,1.5,N
30.39909,19.61361,300.61,0.71,0.75,2024-11-14,128,N,VIIRS,n,2.0NRT,285.32,1.18,N
30.39996,19.61516,297.26,0.71,0.75,2024-11-14,128,N,VIIRS,n,2.0NRT,285.05,1.25,N
30.40195,19.60821,303.38,0.71,0.75,2024-11-14,128,N,VIIRS,n,2.0NRT,285.12,1.25,N
31.95419,11.14466,305.72,0.44,0.46,2024-11-14,128,N,VIIRS,n,2.0NRT,284.26,1.26,N
32.32155,15.22164,316.91,0.36,0.58,2024-11-14,128,N,VIIRS,n,2.0NRT,287.31,1.18,N
32.32248,15.21786,299.64,0.36,0.58,2024-11-14,128,N,VIIRS,n,2.0NRT,286.55,1.18,N
32.33235,15.24592,307.7,0.36,0.58,2024-11-14,128,N,VIIRS,n,2.0NRT,288.88,0.74,N
32.38234,14.5002,301.3,0.33,0.55,2024-11-14,128,N,VIIRS,n,2.0NRT,289.24,0.71,N
32.78861,12.676,300.18,0.51,0.49,2024-11-14,128,N,VIIRS,n,2.0NRT,285.81,0.56,N
32.79264,12.70041,307.65,0.51,0.49,2024-11-14,128,N,VIIRS,n,2.0NRT,288.4,1.64,N
33.5304,9.68443,315.17,0.52,0.41,2024-11-14,128,N,VIIRS,n,2.0NRT,283.88,1.53,N
33.85728,12.05873,304.79,0.45,0.47,2024-11-14,128,N,VIIRS,n,2.0NRT,291.87,1.55,N
33.86148,12.06006,329.52,0.45,0.47,2024-11-14,128,N,VIIRS,n,2.0NRT,293.21,1.55,N
33.87395,9.99419,300.47,0.53,0.42,2024-11-14,128,N,VIIRS,n,2.0NRT,286.39,0.96,N
33.89334,12.60524,330.79,0.48,0.48,2024-11-14,128,N,VIIRS,n,2.0NRT,292.76,1.97,N
33.91861,12.67904,310.24,0.48,0.48,2024-11-14,128,N,VIIRS,n,2.0NRT,291.65,1.01,N
33.92295,12.68044,319.47,0.48,0.48,2024-11-14,128,N,VIIRS,n,2.0NRT,292.45,1.55,N
34.62637,7.31111,295.91,0.41,0.37,2024-11-14,128,N,VIIRS,n,2.0NRT,281.76,0.19,N
34.70661,5.31864,299.92,0.38,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,282.21,0.67,N
34.98136,5.71985,304.08,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,286.05,0.77,N
34.98204,5.71567,326.65,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,289.44,3.38,N
35.09452,5.64921,306.42,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,284.21,0.64,N
35.23322,8.1739,309.13,0.43,0.38,2024-11-14,128,N,VIIRS,n,2.0NRT,279.47,1.5,N
35.3484,5.76342,327.02,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,282.78,3.52,N
35.70763,4.47675,298.56,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,283.36,0.48,N
35.77567,9.89288,297.64,0.49,0.4,2024-11-14,128,N,VIIRS,n,2.0NRT,285.37,0.51,N
35.86736,6.02566,299.61,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,280.8,0.74,N
36.08605,6.80373,298.46,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,280.13,0.84,N
36.17821,5.5702,304.12,0.38,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,279.06,0.86,N
36.17973,3.7481,316.42,0.4,0.37,2024-11-14,128,N,VIIRS,n,2.0NRT,282.88,1.87,N
36.33439,5.48154,305.71,0.38,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,281.97,1.25,N
36.42978,6.6217,301.16,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,282.63,0.86,N
36.54865,6.28834,299.7,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,282.72,0.58,N
36.58971,10.31937,304.6,0.49,0.41,2024-11-14,128,N,VIIRS,n,2.0NRT,285.6,0.87,N
36.59821,2.87733,297.8,0.42,0.38,2024-11-14,128,N,VIIRS,n,2.0NRT,277.87,0.8,N
36.59881,3.13746,297.4,0.42,0.37,2024-11-14,128,N,VIIRS,n,2.0NRT,286.63,0.55,N
36.71999,3.42669,298.56,0.41,0.37,2024-11-14,128,N,VIIRS,n,2.0NRT,286.27,0.38,N
36.74463,6.25411,313.09,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,284.31,1.89,N
36.74533,6.24983,303.44,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,288.82,1.17,N
36.74792,6.25494,335.51,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,286.22,4.32,N
36.74996,3.08066,309.56,0.42,0.38,2024-11-14,128,N,VIIRS,n,2.0NRT,287.17,1.01,N
36.76098,7.30835,310.56,0.4,0.37,2024-11-14,128,N,VIIRS,n,2.0NRT,285.44,1.25,N
36.86699,6.97744,299.61,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,289.22,0.83,N
36.86957,6.98262,307.19,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,285.8,0.62,N
36.87541,6.94791,298.37,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,285.25,0.37,N
36.87872,6.94877,310.33,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,285.92,0.78,N
36.87945,6.94442,312.93,0.39,0.36,2024-11-14,128,N,VIIRS,n,2.0NRT,286.27,1.61,N
39.08168,9.01848,298.7,0.42,0.37,2024-11-14,128,N,VIIRS,n,2.0NRT,288.25,1,N
26.03197,11.97965,312.7,0.32,0.55,2024-11-14,130,N,VIIRS,n,2.0NRT,282.22,1.33,N
26.0327,11.97644,316.44,0.32,0.55,2024-11-14,130,N,VIIRS,n,2.0NRT,284.48,1.94,N
26.43136,11.85221,306.96,0.62,0.54,2024-11-14,130,N,VIIRS,n,2.0NRT,284.94,1.81,N
26.43154,11.84997,308.46,0.62,0.54,2024-11-14,130,N,VIIRS,n,2.0NRT,285.07,1.59,N
26.56282,12.67941,304.95,0.35,0.57,2024-11-14,130,N,VIIRS,n,2.0NRT,284.58,0.57,N
26.57565,12.21027,298.73,0.33,0.55,2024-11-14,130,N,VIIRS,n,2.0NRT,283.13,1.95,N
26.57898,12.21106,356.18,0.33,0.55,2024-11-14,130,N,VIIRS,n,2.0NRT,287.5,4.35,N
26.58063,12.21165,348.75,0.33,0.55,2024-11-14,130,N,VIIRS,n,2.0NRT,287.97,1.95,N
26.69806,12.45015,295.27,0.33,0.56,2024-11-14,130,N,VIIRS,n,2.0NRT,282.02,1.94,N
26.70233,12.4549,325.09,0.33,0.56,2024-11-14,130,N,VIIRS,n,2.0NRT,283.36,1.94,N
26.70309,12.4516,335.64,0.33,0.56,2024-11-14,130,N,VIIRS,n,2.0NRT,284.53,1.94,N
26.7544,12.41364,367,0.33,0.55,2024-11-14,130,N,VIIRS,h,2.0NRT,285.13,5.5,N
26.75513,12.41036,335.8,0.33,0.55,2024-11-14,130,N,VIIRS,n,2.0NRT,283.03,5.5,N
26.75646,12.41574,300.23,0.33,0.55,2024-11-14,130,N,VIIRS,n,2.0NRT,283.45,4.4,N
26.75723,12.41245,367,0.33,0.55,2024-11-14,130,N,VIIRS,h,2.0NRT,289.01,4.4,N
26.75944,12.41493,299.52,0.33,0.55,2024-11-14,130,N,VIIRS,n,2.0NRT,282.66,0.84,N
27.14915,8.80485,302.66,0.4,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,285.1,0.61,N
27.40776,8.83749,297.02,0.4,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,284.61,0.33,N
27.41177,8.83853,300.23,0.4,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,285.25,0.35,N
27.41209,8.83723,297.91,0.4,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,285.25,0.44,N
27.61537,9.86995,301.39,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,282.57,0.77,N
27.61962,9.87102,303.9,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,283.27,0.77,N
27.63842,9.86649,315.83,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,284.61,1.35,N
27.64042,9.8692,308.77,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,284.21,0.82,N
27.66913,9.88149,305.88,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,285.2,1,N
27.69034,9.88698,297.32,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,285.6,0.89,N
27.70098,9.17539,305.7,0.41,0.45,2024-11-14,130,N,VIIRS,n,2.0NRT,285.38,1.38,N
27.70914,9.88248,295.39,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,285.06,0.44,N
27.71338,9.8836,297.7,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,284.59,0.35,N
27.71852,9.88034,296.25,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,283.92,0.35,N
27.73429,9.17996,328.04,0.41,0.45,2024-11-14,130,N,VIIRS,n,2.0NRT,284.81,2.43,N
27.74169,9.9198,299.95,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,282.71,3.1,N
27.74262,9.9152,337.51,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,284.13,3.1,N
27.74374,9.91879,337.37,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,284.85,4.64,N
27.7482,9.15332,336.68,0.41,0.45,2024-11-14,130,N,VIIRS,n,2.0NRT,285.11,3.73,N
27.75886,9.88953,295.85,0.45,0.47,2024-11-14,130,N,VIIRS,n,2.0NRT,284.02,0.75,N
27.76192,9.19143,309.96,0.41,0.45,2024-11-14,130,N,VIIRS,n,2.0NRT,284.65,1.11,N
27.76599,9.19247,324.97,0.41,0.45,2024-11-14,130,N,VIIRS,n,2.0NRT,286.13,1.11,N
27.92571,9.10561,315.78,0.4,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,283.86,1.63,N
27.92587,9.25142,328.04,0.41,0.45,2024-11-14,130,N,VIIRS,n,2.0NRT,284.02,2.08,N
28.07843,9.79018,320.31,0.44,0.46,2024-11-14,130,N,VIIRS,n,2.0NRT,284.62,2.1,N
28.07934,9.78577,319.23,0.44,0.46,2024-11-14,130,N,VIIRS,n,2.0NRT,285.15,1.72,N
28.08352,9.78687,303.48,0.44,0.46,2024-11-14,130,N,VIIRS,n,2.0NRT,284.73,1.72,N
28.10059,19.25392,299.96,0.77,0.77,2024-11-14,130,N,VIIRS,n,2.0NRT,282.21,0.83,N
28.10367,19.25203,303.97,0.77,0.77,2024-11-14,130,N,VIIRS,n,2.0NRT,282.01,1.44,N
28.1161,0.30405,304.18,0.44,0.38,2024-11-14,130,N,VIIRS,n,2.0NRT,287.11,1.11,N
28.12633,18.79341,297.44,0.73,0.76,2024-11-14,130,N,VIIRS,n,2.0NRT,281.85,1.46,N
28.18992,9.80327,320.43,0.44,0.46,2024-11-14,130,N,VIIRS,n,2.0NRT,284.65,1.32,N
28.43062,7.51326,303.76,0.49,0.41,2024-11-14,130,N,VIIRS,n,2.0NRT,284.49,0.97,N
28.43156,7.51492,306.1,0.49,0.4,2024-11-14,130,N,VIIRS,n,2.0NRT,284.95,0.68,N
28.44646,9.13639,299.63,0.4,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,283.92,4.22,N
28.45011,9.13749,338.27,0.4,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,286.82,7.79,N
28.45046,9.13746,338.93,0.4,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,286.84,4.22,N
28.46264,9.05732,306.3,0.39,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,284.22,2.64,N
28.4658,9.05815,337.28,0.39,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,287.16,4.85,N
28.46662,9.05832,337.69,0.39,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,287.15,2.64,N
28.4712,7.50891,301.82,0.49,0.4,2024-11-14,130,N,VIIRS,n,2.0NRT,285.68,1.12,N
28.47856,7.51065,300.99,0.49,0.4,2024-11-14,130,N,VIIRS,n,2.0NRT,284.76,0.84,N
28.52505,9.12218,299.63,0.39,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,282.37,0.47,N
28.52904,9.12323,299.6,0.39,0.44,2024-11-14,130,N,VIIRS,n,2.0NRT,283.14,0.47,N
28.55847,7.46478,302.65,0.49,0.4,2024-11-14,130,N,VIIRS,n,2.0NRT,282.56,1.84,N
28.56035,7.46336,315.51,0.49,0.4,2024-11-14,130,N,VIIRS,n,2.0NRT,283.7,1.49,N
28.57587,7.65647,328.83,0.5,0.41,2024-11-14,130,N,VIIRS,n,2.0NRT,286.65,6.73,N
28.58344,17.33502,295.99,0.59,0.7,2024-11-14,130,N,VIIRS,n,2.0NRT,281.76,1.4,N
28.58502,17.32911,302.48,0.58,0.7,2024-11-14,130,N,VIIRS,n,2.0NRT,281.83,1.4,N
